奸	gaan1
昈	wu6
䘘	jyu6
䭤	hin3
芮	jeoi6
㘵	bou3
𡺤	laam4
幋	pun4
蕱	saau2
窊	waa1
碬	haa4
䚩	giu2
潨	zung1
甮	fung6
㤐	tip3
䑌	laan4
囘	wui4
証	zing3
靍	fok3
偘	hon2
䍛	gu3
鼺	leoi4
鷄	gai1
艠	dang1
譩	ji1
詻	ngaak6
祄	haai6
餝	sik1
獯	fan1
䁺	sik1
㖂	jai6
辦	baan6
喬	kiu4
魩	mut6
寎	bing2
榹	si1
杢	gong3
㵒	fai3
弄	lung6
䤽	gwaan1
㠖	ngai5
𧶄	zaang1
䰱	ling4
喅	juk6
蟩	kyut3
畗	daap3
凜	lam5
䏟	bit6
鯊	saa1
營	jing4
䧏	fung1
蜧	lai6
𦒈	si1
吺	dau1
㵴	cong4
鉄	tit3
䂅	haan1
牃	dip6
䟌	zit6
𢡠	ci3
羕	joeng6
畍	gaai3
䟅	zim6
噬	sai6
薵	cau4
蔛	huk6
澝	ning6
掱	paa4
㭥	fu6
㠧	mei5
䇑	baa6
䙹	jin6
譧	lim4
湥	dat6
牤	mong1
酎	zau6
𥇧	noi6
烖	zoi1
笜	zeot1
撶	waa1
㰙	no4
篭	lung4
荍	kiu4
䠭	laai6
𥔿	ham2
𧌓	fau6
㟂	mou5
銡	gat1
䊨	lo4
琂	jin4
毨	sin2
鼚	coeng1
寄	gei3
躁	cou3
僇	luk6
䮦	giu1
㔹	lak6
檶	him1
鏦	cung1
䂞	ze3
絹	gyun3
㷑	jin1
䋑	lit6
𤤖	fat1
蕬	si1
鵈	diu1
剣	gim3
睘	king4
傱	sung2
鸘	soeng1
浡	but6
硝	siu1
歽	zit3
骿	pin4
籞	jyu6
櫀	kei4
䖜	wui4
戰	zin3
汢	tou2
𣖻	hoi2
䜐	fai1
𥥷	dau6
啻	ci3
諺	jin6
輜	zi1
𪃾	jung4
䈸	huk6
𤅜	piu1
護	wu6
㝫	lung4
荓	ping4
𡣗	gaa1
媕	am1
㙖	jyu5
迅	seon3
䜀	nou5
䅥	git3
巶	ciu1
蜦	leon4
貫	gun3
䓴	jyun5
䅦	maau4
騚	cin4
苑	jyun2
𧅥	hing1
襄	soeng1
箕	gei1
䳢	kei4
㶃	mou5
槽	cou4
䣍	jim2
䉼	liu6
縑	gim1
隍	wong4
䟎	zaan2
䶡	zit6
勖	juk1
坌	ban6
餪	nyun5
䃮	daat6
㽨	co4
㾶	gwat1
𪍑	ciu2
殩	cyun3
掿	nok6
駒	keoi1
㡍	mok6
㯥	cou4
坱	joeng5
衄	nuk6
踽	geoi2
邛	kung4
李	lei5
𡺨	wai4
鍄	loeng6
蜩	tiu4
掵	ming6
夲	tou1
櫈	dang3
䡪	sin3
㥗	man5
喖	wu4
軴	zyu3
㬨	haak1
㙚	sing1
㤒	gou1
䄔	geoi2
挊	lung6
㼺	tong4
訪	fong2
啘	waa1
紛	fan1
謽	koeng5
𨩆	wai1
㔑	cat1
㗉	loek6
跪	gwai6
趎	zyu1
䨕	jyu1
魐	gaam1
啕	tou4
醴	lai5
沀	zeoi6
巄	lung4
寳	bou2
鷁	jik6
阦	joeng4
挸	gaan2
餸	sung3
䂒	kit3
鳵	bou2
褖	teon3
幤	bai6
𤤳	ji5
茦	caak3
騋	loi4
㼘	ngaa5
䖌	ngat6
褤	jyun6
䚬	leon4
橎	faan2
洤	cyun4
㵦	seoi5
唍	waan5
㮾	long5
𥊙	zong1
畩	ji1
𥈠	jeoi6
㼸	jung4
㹪	saan1
甛	tim4
㢟	cin1
𢁅	seon3
𠶜	zai3
簔	so1
侙	cik1
㢮	ci4
瓜	gwaa1
哵	baat3
𨬯	sai1
扇	sin3
赨	tung4
䤈	hei1
㑵	zat6
𦽳	jyu4
㧞	bat6
䉬	fai3
㩍	caak3
硆	ngap6
靝	tin1
𧄧	wan3
䯵	ngot6
鼉	to4
䢙	baai6
訨	zi2
䢋	gei3
𦡞	gam3
魙	zim6
坑	haang1
䮞	ceon2
箲	sin2
喊	haam3
帝	dai3
阢	ngat6
右	jau6
題	tai4
鎽	fung1
䡒	tin4
䶃	ham4
珓	gaau3
熷	zang1
秔	gang1
𡐖	haam5
磣	cam2
煓	tyun1
禯	nung4
㹁	loeng4
㙑	jyu5
恉	zi2
禗	si1
鵖	gip3
杕	dai6
紜	wan4
䬀	jau5
䪧	ci4
辷	jat1
䧷	jau4
湘	soeng1
匸	hai5
浝	mong4
𩅛	fung4
笷	maau5
㖺	ceon2
謼	fu1
跙	zeoi1
𪊴	syun1
䋀	waa5
羱	jyun4
館	gun2
䥛	git3
圽	mut6
渃	joek6
䥒	koeng5
㾩	gwaai1
嵼	caan2
迌	teot1
菫	gan2
恟	hung1
㴰	nang4
洿	wu1
堏	fong4
焨	fung3
㖭	tim1
酡	to4
鈲	gu1
䍕	dai1
糙	cou3
𩲭	jung4
小	siu2
㖓	hung4
㲫	buk6
餓	ngo6
䊇	bou1
㶘	tim5
蚫	baau1
額	ngaak6
蕨	kyut3
欀	soeng1
䅍	ting5
蛍	jing4
娤	zong1
煚	gwing2
捕	bou6
䇳	zin1
蚄	fong1
捙	jai6
㵲	mou5
怮	jau1
㡑	ciu1
髞	cou3
㷥	zing1
䏄	dai2
俐	lei6
䛼	wai2
㔲	gwai2
躶	lo2
䎃	jim5
䗩	cik1
䒈	fei6
𧁋	man5
𦹂	bou2
輖	zau1
歬	cin4
䔕	pou4
袿	gwai1
䲶	jyun4
鵌	tou4
鐳	leoi4
礱	lung4
鏟	caan2
珄	sang1
戶	wu6
踱	dok6
㳶	nau5
䪯	jing4
疑	ji4
謮	zaak3
㰗	cik1
錙	zi1
莯	muk6
䡡	haai4
孰	suk6
㼩	sing4
挴	mui5
䈩	gim3
脿	biu2
殈	gwik1
䛂	ci4
㜙	luk6
戈	gwo1
槄	tou1
瘶	sau3
䲓	jim2
㤣	paang1
䒻	hei2
韉	zin1
檊	gon1
䣿	jyu4
捰	wo2
㑅	zok3
嵡	jung2
毤	to3
橚	suk1
㽦	wan4
暛	so2
螺	lo4
糄	bin2
灗	sin5
𡜦	wai3
峯	fung1
喸	fu2
胴	dung6
亊	si6
澔	hou6
喱	lei1
䥩	mei4
蓞	daam6
潿	wai4
俙	hei1
淏	hou6
𦻔	fei2
塖	sing4
䳊	bat6
颽	hoi2
䱰	zung6
繚	liu4
薚	tong1
嵴	zek3
𤏪	lou4
䤃	jam1
劾	hat6
鼸	him2
銻	tai1
鞱	tou1
䰡	ci3
灀	soeng1
様	joeng4
𧶽	ci3
㰯	tau3
䍇	daap6
叵	po2
霐	wang4
琰	jim5
𤷪	mang2
渘	jau4
㙰	haai5
䈋	taap3
㔵	syun2
儷	lai6
龞	bit3
鎩	saat3
𠶈	se5
瑎	haai4
磒	wan5
翦	zin2
棜	jyu3
䢓	jyu4
裙	kwan4
峜	gai3
㬬	keoi4
㛺	jam1
䌈	taap3
嚒	mo1
𨷺	gau1
昇	sing1
䏫	jau1
䬓	am3
崿	ngok6
㮓	gang2
𢌥	cing2
𤨒	jan1
昊	hou6
槱	jau5
飍	haau1
湸	loeng6
鼝	jyun1
懛	daai1
䦒	dong6
㕻	tau3
㤄	pui3
㖸	laa1
蚽	pei4
㧁	heoi3
簹	dong1
䵵	caat3
硳	cek3
晐	goi1
爦	laam5
䝶	loeng4
霤	lau6
辨	bin6
㰭	heoi1
顒	jung4
䋌	goeng2
𠼟	loek6
䚪	gwaan1
䥑	faan6
㿸	maan5
𠄎	naai5
䠈	teot1
犌	gaa1
㞦	gei2
㝓	hap1
樒	mat6
鱸	lou4
㾓	jyun1
䕱	tau4
䄦	liu5
䳮	mak6
蜭	ham5
䂏	diu1
碋	ho6
朞	gei1
䄫	hei2
厞	fei6
亪	bin3
埉	gaap3
㥭	taai3
覨	ngok6
笓	pei4
鷰	jin3
鋀	dau6
㞰	heoi2
漖	gaau3
拘	keoi1
厷	gwang1
捚	zaai1
䜍	liu4
愌	wun6
𡝭	mou6
找	zaau2
豇	gong1
躓	zi3
䘧	joeng1
䄱	fong1
秋	cau1
磂	lau4
冶	je5
粅	mat6
㟌	mong4
㮁	haau4
䳟	ming4
䑘	co4
𥺃	zi3
𦘩	paa4
燥	cou3
稿	gou2
蠧	dou3
麔	kau5
䈘	ci4
箰	seon2
姜	goeng1
墵	taam4
𨊸	jyut6
䢽	hong6
緹	tai4
㦚	bin2
㝁	hyun1
猵	bin1
䌵	zuk1
椻	jin2
䣂	leoi5
蒎	paai3
彡	saam1
峅	bin6
䟵	kau4
寇	kau3
灟	zuk1
爎	liu4
㠨	wat1
䆦	sam1
鄪	bei3
㠇	zau6
甆	ci4
矟	sok3
功	gung1
瘡	cong1
肰	jin4
齶	ngok6
䢍	fong6
䇩	jai6
懎	sik1
唽	sik1
鸝	lei4
𠼗	zaam2
漿	zoeng1
𡩣	git6
誟	haau6
㳹	wong2
滯	zai6
漭	mong5
㴚	seoi6
㿵	lou4
癓	mei4
㷣	sing1
尼	nei4
㠬	hau2
箊	jyu1
癹	bat6
躤	zik6
価	ci5
瀇	wong2
篰	bou6
坓	zing6
舟	zau1
或	waak6
卑	bei1
峮	kwan1
㝭	sing2
䀏	jyun6
螝	kui2
涙	leoi6
𡡻	mei4
璇	syun4
䪇	bok6
㺧	hiu1
䧓	zau1
鶷	hat6
盺	jan1
㴵	mat6
捦	kam4
䚛	huk6
𥰡	caak3
𡢾	gam3
鴼	lou6
桛	lung6
姰	gwan1
䧄	gok3
滌	dik6
㠼	si1
邁	maai6
𡀠	bei6
䨹	suk1
頱	lyut3
摾	koeng5
蠝	leoi5
鍀	dak1
惍	gam1
觽	kwai4
遤	maa5
㠁	caam1
䴒	ling4
藤	tang4
䔈	gung3
新	san1
碫	dyun3
羏	joeng4
幺	jiu1
煢	king4
厴	jim2
䢇	jung5
擅	sin6
䇵	ngan4
諎	zaak3
䀑	waat3
玿	siu4
氕	pit3
㣖	taai3
䛃	wun6
𣻗	ji4
尛	mo1
憾	ham6
弜	koeng5
厧	din1
狪	dung6
殍	piu5
䫥	fui2
𤊓	ngai4
牅	jung4
勎	luk6
㯫	keoi4
𠵈	mui2
𪊲	leon4
𡝬	bou2
缸	gong1
垞	caa4
䇒	gaai3
擃	nong5
沲	to4
𨸶	ping4
緭	wai6
肴	ngaau4
䬪	bok3
頤	ji4
岩	ngaam4
宰	zoi2
㣻	ngaai6
菉	luk6
䦏	haai6
𡛟	jyut6
舜	seon3
唻	loi6
鉩	saai2
勌	gyun6
娚	naam4
乺	so2
䤿	kit3
昻	ngong4
㴫	gwan3
劃	waak6
䆑	caang4
誠	sing4
攮	nong5
圙	loek6
烽	fung1
縭	lei4
錭	diu1
銆	mak6
曅	jip6
牊	ciu4
蹆	tan3
㟶	jyun4
澣	wun5
燒	siu1
巷	hong6
掯	kang3
䂚	haau4
猪	zyu1
䩾	ze3
梆	bong1
妀	gei2
䖞	zau2
箆	bei6
䏯	zi3
𧝞	gei1
䴰	suk6
䛙	juk1
箈	ci4
祒	tiu4
㻀	jyu4
總	zung2
麅	paau4
䯛	wun3
𠺬	he2
竃	hung1
㜉	jung1
䂬	gung2
厾	duk1
豺	caai4
坣	tong4
嚎	hou4
嶝	dang3
𡢿	nung4
聠	ping1
縪	bat1
勔	min5
硅	gwai1
䤲	cek3
䴡	lai6
䦢	fut3
逪	cok3
麐	leon4
怣	jau4
訤	haau4
㭀	sai6
㩼	zi1
䞄	biu3
𨥖	jam1
山	saan1
㱈	gam6
苓	ling4
滈	hou6
㹳	ng4
䶝	haap6
黝	jau2
蚻	zaat3
䋽	bung2
譕	mou4
玂	kei4
殔	ji6
帤	jyu4
㱥	ling4
鯩	leon4
怱	cung1
𠲖	ji1
㩀	geoi3
俗	zuk6
酬	cau4
戕	coeng4
𨂐	leoi1
碅	kwan1
𦆲	liu6
礆	gaan2
䱬	seoi1
炇	pok3
㞸	seoi3
賙	zau1
閎	wang4
㣡	zung6
䵺	ting5
酶	mui4
㒋	si1
㕇	laap6
貎	maau6
哣	dau6
久	gau2
霼	hei3
䲤	zau2
㜻	lyun2
郰	zau1
襤	laam4
䂀	hei1
短	dyun2
撠	gik1
䉈	saan2
割	got3
鮻	so1
磌	tin4
訋	diu3
韘	sip3
䧾	syu1
萛	gau1
䢣	jiu4
殲	cim1
嫡	dik1
㛱	wui2
嫟	nik1
餮	tit3
焹	gong3
賘	zong1
諣	faa3
䯊	kaa3
䆇	fung6
忓	gon1
梈	paang1
䍐	hon2
冞	mei4
焾	nam4
䌤	si1
㰹	him1
竌	cyu3
娡	zi3
䬴	mut3
䓃	jap1
恘	cau4
渼	mei5
縧	tou1
𧦠	aak1
𧅵	pan4
鸒	jyu4
坘	ci4
匓	gau3
甞	soeng4
䙆	wai3
䞒	dung6
妙	miu6
器	hei3
軚	taai5
絶	zyut6
麻	maa4
䰝	zang6
㛅	nei6
棱	ling4
洡	leoi6
茘	lai6
㳑	jat6
𢱟	sin1
寙	jyu5
柢	dai2
沯	zaat3
蓜	pui3
僌	jing4
矬	co4
駤	zi3
㛃	git3
㥞	seoi3
䤦	jyut6
崘	leon4
蚭	nei4
㪠	zaam1
䴣	fu1
𠘰	fung1
㜕	lin4
𡁷	doeng1
甘	gam1
䛦	zung6
齉	nong6
㦘	gik1
嵊	sing6
𠿁	si1
齔	can3
暐	wai5
槿	gan2
㬽	ngok6
熃	mou6
肚	tou5
㷛	bou1
㭙	zaak6
灆	laam4
餶	gwat1
徚	gaan2
作	zok3
鎡	zi1
球	kau4
荈	cyun2
䰦	pai2
拇	mou5
蓿	suk1
袇	jim4
㟏	ham4
躃	bik1
斈	hok6
篽	jyu5
唙	dik6
䔗	coeng4
淮	waai4
鼞	tong1
膸	seoi5
笢	man5
奵	ding2
㐨	zeoi6
䢅	san4
籩	bin1
㲪	dang1
賌	goi1
𨯙	hing3
蟉	lau4
蠮	jit6
諧	haai4
堍	tou3
膊	bok3
䧉	lei5
朥	lou4
㑓	zeon3
䐘	koek6
䄉	ngo4
鑅	waang4
萄	tou4
䥔	suk1
䥊	coeng1
枉	wong2
䧝	ci1
䟟	cuk1
𦉪	mong5
縅	wai1
爳	wai4
㓿	syu2
囕	hei3
噷	hm1
秝	lik6
職	zik1
瀣	haai6
白	baak6
襷	geoi2
䍌	pau2
䎥	gaak3
㷠	leon4
㵔	ce2
鷆	tin4
㢔	zung2
𣈯	jyu4
鬂	ban3
䲼	sang1
捪	man4
㚡	gei2
櫬	can3
菣	kin3
駶	guk1
禳	joeng4
魲	lou4
腰	jiu1
漛	tang4
麢	ling4
蕂	sing3
征	zing1
𩤯	jing1
膔	luk6
郳	ngai4
貲	zi1
𣔨	kang3
庝	tung4
勠	luk6
擎	king4
簦	dang1
𠊿	syun1
鯋	saa1
秿	fu6
𤀑	ning6
䵞	king4
褳	lin4
鰙	joek6
笍	zeoi3
㮵	zin1
㠍	cap1
鹵	lou5
丄	soeng6
杫	ci3
斝	gaa2
㿉	teoi4
㷋	taam4
湰	lung4
袉	to4
㺬	gung2
斔	jyu5
菠	bo1
㧝	ke2
宦	waan6
虛	heoi1
筤	long4
螁	teoi3
崖	ngaai4
媹	lau4
㕡	kok3
𤨎	keoi4
䎭	cou1
礝	jyun5
犁	lai4
𣟖	mo4
䚷	ji1
蜌	bai6
䏋	suk1
迀	gon1
䨯	zan6
礓	goeng1
璁	cung1
偟	wong4
燔	faan4
㲅	gai3
沛	pui3
綐	deoi6
匾	bin2
舢	saan1
𡤄	haan4
鐛	jing2
魭	jyun4
沇	jin5
㾂	hoi1
䑢	ngat6
渭	wai6
𨪃	ting4
䕞	long6
緫	zung2
襔	loeng5
珃	jim5
逥	wui4
魰	man4
垧	hoeng2
壇	taan4
秌	cau1
㠚	deoi6
鸃	ji4
吥	bat1
逈	gwing2
痎	gaai1
㗄	ku1
蟺	sin6
㠸	fu1
憛	taam4
㠷	gap3
兏	coeng4
謂	wai6
歜	cuk1
眛	mui6
䘤	seot6
堁	fo3
撯	zoek3
㿅	sin2
瑯	long4
獓	ngou4
遁	deon6
㱠	fu1
榘	geoi2
琧	ok3
湨	gwik1
澷	maan6
儬	cing3
藄	kei4
㟯	ngaak6
䴛	siu1
𡅅	ngaak6
惸	king4
㳽	nei4
姫	can2
𨔁	jau4
䃕	lou4
蜶	seot1
悐	tik1
𡷹	jin6
嚻	hiu1
䮬	mok6
蘄	kei4
碪	zam1
璵	jyu4
蒱	pou4
壧	ngaam4
焷	pei4
䐲	zaap6
䰙	ngai5
媻	pun4
嬎	faan3
葕	jin4
傏	tong4
堼	hang6
録	luk6
傫	leoi5
㓁	mong5
橵	saan3
䮚	lang6
綑	kwan2
貣	tik1
瀓	cing4
緃	zung1
改	goi2
䂱	jeoi6
傽	zoeng1
拋	paau1
鈁	fong1
䘊	mit6
蠛	mit6
殏	kau4
臋	tyun4
惕	tik1
𧰒	gwok3
艩	cai4
鼃	waa1
𠺘	long2
侑	jau6
玐	baat3
桀	git6
麏	gwan1
碰	pung3
禙	bui3
泰	taai3
娿	o1
鈫	man4
𣲷	nap6
𤆬	mou4
㹢	gaa1
狎	haap6
筶	gou2
鶒	cik1
騝	kin4
𧹍	zaan3
繧	wan4
㦶	dit6
栜	saak3
籽	zi2
馡	fei1
𢲲	long3
鉲	kaa1
闎	cyun4
鏎	bat1
群	kwan4
肌	gei1
𥟇	kau4
䭐	joeng6
駬	ji5
㒩	lo2
迹	zik1
瞸	jip6
筌	cyun4
㝝	lam4
𣐀	man4
妬	dou3
曇	taam4
𥕏	gwak6
晞	hei1
蹕	bat1
㿡	dau1
䧰	wan6
殝	zeon1
垥	hip3
㽍	ham1
㟢	kei1
凌	ling4
𡶐	ke4
洁	git3
𢞖	tai3
䂐	dyut3
䛹	sin3
㥿	ngou6
䌐	mik6
𧪽	zeon3
部	bou6
㮚	leot6
舙	jyu5
㐮	soeng1
禭	seoi6
䱦	zeoi1
矋	lai6
㣀	zan3
弐	ji6
朇	pei4
溼	sap1
脣	seon4
𠳓	bei3
𠗫	wun6
准	zeon2
犒	hou3
鉥	seot6
彄	kau1
䂛	jyu4
䉑	mou4
擑	zip3
𩂋	gan1
㚃	wan1
䋨	fu2
曆	lik6
搥	ceoi4
嫪	lou6
䙱	suk6
囬	wui4
笿	lok3
秴	hap6
䶛	laat6
㒞	wai6
襴	laan4
熮	lau5
䒵	hou1
䍡	luk6
窄	zaak3
濲	guk1
㶊	can2
㣌	saam3
䀜	maai6
戜	dit6
𩃬	jam1
㯶	zung1
穂	seoi6
迓	ngaa6
䗈	mong4
摱	maan1
䝣	keoi4
厩	gau3
閲	jyut6
鍌	sin2
敂	kau3
鮂	cau4
屍	si1
䞠	zek3
閈	hon6
㗒	oi1
黫	jan1
磶	sik1
榢	gaa3
瀮	lam4
䙸	dak1
𦰡	naa5
佹	gwai2
憠	kyut3
䄀	wo6
䜵	si6
躦	zyun1
睶	ceon2
螸	jyu4
椂	luk6
鑡	cuk1
恎	dit6
䌲	fan1
錮	gu3
駈	keoi1
癌	ngaam4
鉚	maau5
笆	baa1
𤑚	jing4
㡺	daan3
刞	ceoi3
蒙	mung4
挧	jyu5
嚌	zai6
夔	kwai4
螏	zat6
鍨	kwai4
韴	zaap6
照	ziu3
軔	jan6
䥭	zing3
㱽	dam2
䬺	joeng6
䟩	le5
窳	jyu5
䕬	goeng1
髙	gou1
㞚	cap1
齛	sit3
傠	fat6
觪	sing1
㒉	cong2
𠗃	jan1
窩	wo1
䓣	loeng5
攧	din1
淇	kei4
䴺	bau6
䘀	fau6
䋰	guk1
䏶	bai3
欌	cong4
錩	coeng1
㚧	cim1
軳	pou4
㾴	caa4
醩	zou1
婃	cung4
訅	kau4
腣	dai3
歀	fun2
㙧	lau6
䂿	daap6
𣲵	zi2
磀	ngaak6
茾	hin1
鑛	gwong3
䭻	fan1
䅷	tou4
嶔	jam1
㚱	jau1
苞	baau1
䊆	gau6
𨌘	zeon3
䊞	zaak6
焽	ming4
偸	tau1
䯙	bok3
𠨑	mong4
朄	jan5
陗	ciu3
畇	wan4
䊏	sam2
㯲	gam3
㰰	gaap3
阰	pei4
𠼕	paai2
矕	maan5
箻	leot6
牌	paai4
㛁	paang1
䪫	hang4
㯿	lip6
尜	gaat3
隤	teoi4
管	gun2
㦺	juk6
㢒	caa4
徜	soeng4
𡥄	zi2
囚	cau4
炒	caau2
㜮	laam6
鮢	zyu1
㩇	waak6
慃	ong2
銌	zyun6
嚲	do2
澲	jip6
䜫	gong1
圱	cin1
囙	jan1
羌	goeng1
巤	lip6
䓚	ceoi1
䥂	mung6
鳲	si1
㭚	leoi5
橷	dau1
㽏	gam3
㗭	sik1
䆯	zeot1
坍	taan1
耡	co4
鄑	zi1
䶭	wong1
遮	ze1
銀	ngan4
䰏	zit3
癝	lam5
疫	jik6
㽤	guk1
䅹	lau4
袘	ji4
陞	sing1
畉	fu4
睊	gyun3
螬	cou4
𠸏	ge2
𠰲	oet1
𥐞	mong4
㮢	hau4
襓	jiu4
熱	jit6
曪	lo2
䩦	tiu4
蝳	doi6
㧜	laap6
瞀	mau6
鮝	soeng2
梁	loeng4
蠒	gaan2
熢	pung4
媯	gwai1
乼	zyu3
㦿	haam2
鄖	wan4
戓	gap3
㼋	gu1
𠑥	cau4
𦇝	jing4
䯐	haai4
𥕜	gun1
㧊	put3
㰏	gou1
䇟	gin3
䈯	zan1
㰮	san6
聸	daam1
㙅	bou2
碔	mou5
鴰	kut3
痝	mong4
滽	jung4
擀	gon2
罧	sam1
𡑞	seoi6
鑠	soek3
歰	saap3
穙	buk6
䬥	ji3
鶗	tai4
𨰻	bou2
咟	waak1
孓	kyut3
䀮	fong1
貅	jau1
䚺	jiu4
頊	juk1
瓙	dou6
㳩	taam1
䤹	sau1
𣏴	jan4
㐖	kit3
薹	toi4
範	faan6
奻	naan4
鐷	jip6
搾	zaa3
𠵉	hong4
鶑	ang1
𧻙	mut6
椶	zung1
㬦	wok3
銺	zong6
憺	daam6
鯙	seon4
䃒	hat6
䜔	ceoi4
㛼	caap3
㓤	gat1
㗅	wu4
馠	ham4
栿	fuk6
冄	jim5
摿	jiu4
㟣	sung1
䨝	cing1
㞍	jyun4
仠	gon2
閶	coeng1
𣻸	soeng4
酉	jau5
淅	sik1
討	tou2
𨩈	bui3
𤧥	paak3
瀈	fai1
埨	leon4
䔳	jin4
㹐	sung4
𡐓	hong1
㤴	cip3
虧	kwai1
㸇	zyun3
𢥏	jing4
攓	hin1
箂	loi4
昅	gip3
偗	saang2
㥺	hap6
鐇	faan4
勽	bou6
𨀞	leot6
禃	zik6
熓	wat1
䴑	dip6
䛳	jim3
豯	hai4
䵙	zaa1
點	dim2
𠎵	ngai6
𡁯	dyut1
虔	kin4
㥸	man5
䗚	bok3
㴨	zam6
橧	zang1
磮	leon4
轀	wan1
㽀	zeng6
塣	cing2
觩	kau4
藪	sau2
𡢃	haan5
奯	kut3
㕢	haai6
岏	jyun4
蕑	gaan1
琙	wik6
垔	jan1
夽	wan5
䭉	seoi2
䅼	maan4
嗝	gaak3
奰	bei6
涕	tai3
榾	gwat1
㔰	hang4
泹	daan6
㙺	kwai4
焗	guk6
虂	lou6
䠑	kwai2
貐	jyu5
䍳	kyut3
䧚	hou6
䐧	hou3
呸	pei1
㔋	gaam3
㦊	waa4
㲃	gau3
虄	saat3
㱓	ling4
祀	zi6
䮗	ngon6
㞿	kei4
栬	zeoi3
諨	fuk1
芶	gau2
幟	ci3
效	haau6
𡟚	jing4
雸	ngam4
褢	waai4
箭	zin3
䫂	do2
蝘	jin2
䠖	zi1
䯣	kwai3
㬑	gwok3
璓	sau3
苅	ngaai6
衧	jyu1
㓖	bat1
嵁	ham1
溑	so2
俁	jyu5
蹞	kwai2
冔	heoi2
㠄	zaap6
㒹	din1
噽	pei2
𣽡	bok3
䂦	zan1
舀	jiu5
半	bun3
䈈	fei4
姈	ling4
姏	maan4
妌	zing6
讗	kwai4
㭲	gik6
㔖	gaa1
礇	juk1
斣	dau3
歊	hiu1
獗	kyut3
䟛	bat6
磊	leoi5
䣗	gou1
哂	can2
䕌	zi6
閖	seoi2
巬	gei1
䤑	ong3
𡄵	ji1
衩	caa3
螄	si1
䁨	fok3
㠘	zeoi6
㨰	gwan3
櫨	lou4
㱋	kok3
𩵼	jau5
䝢	maan6
齃	aat3
砂	saa1
䰿	to4
瀛	jing4
迲	heoi3
狑	ling4
橅	mou4
旈	lau4
敝	bai6
舁	jyu4
孢	baau1
撆	pit3
䩘	dai3
膠	gaau1
溥	pou2
弎	saam1
婸	dong6
阡	cin1
㦾	ji4
駝	to4
働	dung6
俯	fu2
裧	sim4
罭	wik6
腑	fu2
泂	gwing2
滧	haau6
㝩	hoi1
憀	liu4
縟	juk6
顪	fui3
鱶	soeng2
㹞	ngan4
粼	leon4
廼	naai5
渚	zyu2
絗	wat6
𠼰	kang3
㫮	ci2
憕	cing4
䡷	hat6
㔗	fai6
𤀽	ji2
㳋	jau1
萵	wo1
怪	gwaai3
澒	hung6
𨴴	bing1
奉	fung6
鴧	wat6
棢	mong5
嗟	ze1
霥	mung6
曡	dip6
綆	gang2
㞙	niu6
㚛	hai3
䪨	bok3
㫔	gan3
傐	hou6
倆	loeng5
瑣	so2
𠂇	zo2
佺	cyun4
裇	seot1
倧	zung1
䮈	ci4
𧑐	jyut6
㟤	luk6
𠽃	zap1
耴	ngat6
刼	gip3
莥	nau5
裔	jeoi6
袴	fu3
𩹨	dyun6
玽	gau2
𡾡	zam1
曟	san4
㛙	san1
𣜃	jau5
㣛	taap3
㝖	ji4
慕	mou6
濏	sat1
𣺊	gaa1
塽	song2
踨	zung1
㕄	zi2
㗿	ho1
吣	cam3
煝	mei6
㴌	gu1
瑨	zeon3
欿	ham2
嶯	cap1
㰕	hei1
㙭	kyut3
䴮	saan3
赥	hik1
弡	gwat6
湻	seon4
峭	ciu3
䥫	tit3
㴹	mai4
鏺	put3
㦆	fu1
鱥	gwai3
蓴	seon4
菚	zaan6
𥪯	jiu4
㓗	git3
瘓	wun6
鮾	neoi5
𨰣	lai6
冲	cung1
蚿	jin4
䢹	geoi2
㛲	faat3
驧	guk1
椷	gaam1
䡝	jyun1
軷	bat6
趦	zi1
㥀	zik6
脻	zip3
趇	sap1
㪽	so2
密	mat6
馬	maa5
奱	lyun4
灔	jim6
蹳	but6
蝱	mong4
乁	ji4
悃	kwan2
砳	laak6
㳿	sit3
仴	jyut6
㘸	zong3
犠	ji6
鯛	diu1
𡩅	gaa1
䌠	gaam1
掑	kei4
力	lik6
𣺈	ji2
慤	kok3
畯	zeon3
譿	wai6
蔰	wu6
吆	jiu1
㾘	gang2
贌	duk6
嚥	jin3
䶅	hok6
衠	zeon1
㵖	neoi6
駙	fu6
哾	syut3
𪃡	hung4
䎜	fan1
樬	sung2
拍	paak3
㨆	lam6
賻	fu6
週	zau1
鎓	jung1
𨠄	jau4
䭦	bok6
瓄	duk6
䭰	bung6
愗	mau6
靎	kam4
螅	sik1
䓳	han2
𠓼	sip3
塝	bong6
閪	hai1
墼	gik1
䧃	tin4
黒	hak1
𦐑	ci3
絸	gaan2
䭧	mei5
寉	hok6
爐	lou4
蚟	wong4
㙌	suk1
㜫	mei5
舝	hat6
䑑	buk6
灰	fui1
崛	gwat6
𠵌	ji4
溶	jung4
𠼝	lei4
霍	fok3
𠜱	pai1
鸜	keoi4
佽	ci3
誵	haau4
𪘲	ji1
𨭥	jip6
㑜	jai6
嶦	zim1
扷	ou3
䐥	ung3
䏹	jin6
䓥	laat6
墛	wai3
検	gim2
𨜏	jing4
蘳	fai1
𦶣	lit6
禇	cyu5
嬒	wai3
奿	faan3
鈌	kyut3
㕼	hung1
襫	sik1
穌	sou1
炾	fong2
𠵱	ji1
撇	pit3
婢	pei5
灾	zoi1
偀	jing1
